dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,22.734
Xp,1,0,4.4570,1.7750,2.6000,18.557
Xp,2,0,4.4570,1.8500,2.6000,18.557
Xp,3,0,4.4570,1.9250,2.6000,18.179
Xp,4,0,4.4570,2.0000,2.6000,18.220
Xp,5,0,4.4570,2.0750,2.6000,18.220
Xp,6,0,4.4570,2.1500,2.6000,18.236
Xp,7,0,4.4570,2.2250,2.6000,18.560
Xp,8,0,4.4570,2.3000,2.6000,18.560
Xp,0,1,4.4238,1.7262,2.6044,22.734
Xp,1,1,4.5321,1.7935,2.5615,20.038
Xp,2,1,4.5681,1.8509,2.5642,19.299
Xp,3,1,4.5681,1.9259,2.5642,19.299
Xp,4,1,4.5678,1.9971,2.5641,19.360
Xp,5,1,4.5678,2.0721,2.5641,19.360
Xp,6,1,4.5613,2.1377,2.5601,19.403
Xp,7,1,4.5335,2.2061,2.5623,19.403
Xp,8,1,4.5335,2.2811,2.5623,20.124
Xp,0,2,4.5244,1.7405,2.5546,20.038
Xp,1,2,4.5693,1.8077,2.5394,20.038
Xp,2,2,4.6152,1.8525,2.5599,19.112
Xp,3,2,4.6152,1.9275,2.5599,19.112
Xp,4,2,4.6156,1.9913,2.5586,19.178
Xp,5,2,4.6156,2.0663,2.5586,19.178
Xp,6,2,4.6131,2.1242,2.5441,19.398
Xp,7,2,4.5853,2.1925,2.5463,19.403
Xp,8,2,4.5696,2.2658,2.5429,20.124
Xp,0,3,4.5617,1.7547,2.5326,20.038
Xp,1,3,4.6066,1.8220,2.5173,20.038
Xp,2,3,4.6722,1.8549,2.5530,19.112
Xp,3,3,4.6722,1.9299,2.5530,19.112
Xp,4,3,4.6730,1.9852,2.5506,19.178
Xp,5,3,4.6730,2.0602,2.5506,19.178
Xp,6,3,4.6701,2.1113,2.5269,19.398
Xp,7,3,4.6423,2.1797,2.5291,19.398
Xp,8,3,4.6056,2.2506,2.5235,20.124
Xp,0,4,4.5990,1.7689,2.5105,20.038
Xp,1,4,4.6421,1.8330,2.4981,20.280
Xp,2,4,4.7293,1.8572,2.5461,19.019
Xp,3,4,4.7293,1.9322,2.5461,19.019
Xp,4,4,4.7303,1.9790,2.5425,19.099
Xp,5,4,4.7303,2.0540,2.5425,19.099
Xp,6,4,4.7272,2.0985,2.5098,19.398
Xp,7,4,4.6994,2.1669,2.5120,19.398
Xp,8,4,4.6404,2.2385,2.5071,20.377
Xp,0,5,4.6344,1.7800,2.4912,20.280
Xp,1,5,4.6775,1.8441,2.4788,20.280
Xp,2,5,4.7935,1.8597,2.5360,19.019
Xp,3,5,4.7935,1.9347,2.5360,19.019
Xp,4,5,4.7943,1.9729,2.5315,19.099
Xp,5,5,4.7943,2.0479,2.5315,19.099
Xp,6,5,4.7855,2.0869,2.4924,19.099
Xp,7,5,4.7564,2.1540,2.4948,19.514
Xp,8,5,4.6752,2.2264,2.4906,20.377
Xp,0,6,4.6699,1.7910,2.4720,20.280
Xp,1,6,4.7130,1.8551,2.4595,19.112
Xp,2,6,4.8578,1.8621,2.5260,19.016
Xp,3,6,4.8578,1.9371,2.5260,19.016
Xp,4,6,4.8586,1.9754,2.5215,19.137
Xp,5,6,4.8584,2.0419,2.5205,19.137
Xp,6,6,4.8495,2.0809,2.4814,19.137
Xp,7,6,4.8147,2.1425,2.4774,19.514
Xp,8,6,4.7101,2.2142,2.4742,20.377
Xp,0,7,4.7054,1.8021,2.4527,20.280
Xp,1,7,4.7772,1.8576,2.4495,20.017
Xp,2,7,4.9295,1.8641,2.5118,19.016
Xp,3,7,4.9295,1.9391,2.5118,19.016
Xp,4,7,4.9289,1.9702,2.5069,19.137
Xp,5,7,4.9286,2.0367,2.5059,19.137
Xp,6,7,4.9198,2.0757,2.4668,19.137
Xp,7,7,4.8730,2.1309,2.4601,19.955
Xp,8,7,4.7671,2.2014,2.4571,19.514
Xp,0,8,4.7050,1.8113,2.4432,21.351
Xp,1,8,4.8005,1.8587,2.4334,20.017
Xp,2,8,5.0013,1.8661,2.4976,19.082
Xp,3,8,5.0013,1.9411,2.4976,19.082
Xp,4,8,5.0006,1.9722,2.4927,19.227
Xp,5,8,4.9989,2.0315,2.4914,19.227
Xp,6,8,4.9901,2.0705,2.4523,19.227
Xp,7,8,4.9261,2.1223,2.4444,20.639
Xp,8,8,4.7836,2.1907,2.4423,20.717
Xp,0,9,4.7047,1.8204,2.4338,21.351
